text,target,label
কিন্তু তাঁরা কিছুতেই সাক্ষ্য দেবেন না,0,NC
ইউক্রেন যুদ্ধ আমাদের সবচেয়ে বড় বাজার ইউরোপীয় ইউনিয়ন এবং যুক্তরাজ্যের জন্য আরো বড় ঝুঁকি,1,WFC
পানির দাম প্রতিবছর ৫ শতাংশ বাড়ে,2,CWC
তবে তিনি বেশি খুশি হয়েছেন আমার সততার জন্য,0,NC
তাছাড়া রাশিয়ার আগ্রাসনের মুখে ইউক্রেনের সাফল্য অন্য আগ্রাসী শক্তির জন্যও কঠিন বার্তা বহন করবে বলে জেলেনস্কি মন্তব্য করেন,0,NC
কাজেই আমরা চাই যে আমাদের দেশের মানুষের আরো ভালো উদ্ভাবনী শক্তি বৃদ্ধি পাক,0,NC
"দখল-দূষণে নদী, খাল, বিল ধ্বংস করা ও পানির অপব্যবহার এর অন্যতম কারণ",1,WFC
"দেশে বর্তমানে যে পরিমাণ গ্যাস মজুত রয়েছে তা দিয়ে প্রায় ১১ বছর চাহিদা মেটানো সম্ভব বলে জানিয়েছেন বিদ্যুৎ, জ্বালানি ও খনিজ সম্পদ প্রতিমন্ত্রী নসরুল হামিদ",2,CWC
তাই জনগণের সঙ্গেই আমাদের অবস্থান,0,NC
"তাই ধারণা করা হচ্ছে, নাসার এমন গবেষণা মঙ্গল অভি‌যানের প্রস্তুতি",1,WFC
এই অ্যাপের মাধ্যমে কোথাও শিশুদের নিয়ে অশ্লীল ভিডিও তৈরি হচ্ছে,1,WFC
বাংলাদেশে শিক্ষার্থী নির্যাতনের সাম্প্রতিক বিভিন্ন ঘটনায় বরাবরই অভিযোগের আঙুল থাকে আওয়ামীলীগের ছাত্র সংগঠন ছাত্রলীগের দিকে,0,NC
এই ধরণের মানুষ পরিস্থিতি বদলের সঙ্গে সঙ্গে নিজের দক্ষতা বাড়াতে পারেন,1,WFC
মোদদিনরা এক হাজার টাকা পেল,2,CWC
"তাঁদের মতে, ইউরোপ ও মার্কিন যুক্তরাষ্ট্রের মতো দেশগুলো যখন শরণার্থী নিয়ে নানা সমস্যায় জর্জরিত, তখন বাংলাদেশ দেখাল কীভাবে এই সমস্যার মোকাবেলা করতে হয়",2,CWC
এরমধ্যে ঢাকা ও চট্টগ্রাম বিভাগে ৫ জন করে এবং ময়মনসিংহ বিভাগে ১ জন নিহত হন,2,CWC
৯ম জাতীয় সংসদ নির্বাচনে জনগণের বিপুল ম্যান্ডেট নিয়ে আমরা ২০০৯ সালে সরকার পরিচালনার দায়িত্ব গ্রহণ করি,2,CWC
অন্যদিকে বাংলাদেশের প্রধানমন্ত্রী শেখ হাসিনা দেশের অর্থনীতি এবং নিরপাত্তার চরম ঝুঁকি নিয়েও তাদের আশ্রয় দিচ্ছেন,2,CWC
কৃষি শ্রম আর পাওয়া যায় না,1,WFC
"কম বরাদ্দ মানে জনবল, অবকাঠামো ও অন্যান্য সুযোগ-সুবিধার অপ্রতুলতা",1,WFC
খাদ্য মূল্যস্ফীতি সাড়ে ১১ বছরে সর্বোচ্চ,2,CWC
সেই সঙ্গে ৩২ হাজার পুরোহিতও ভাতা পেয়ে থাকেন,2,CWC
পরের বছরের আগস্টে আবারও গ্রেপ্তার হন বেনজির ভুট্টো,2,CWC
সাংবাদিকেরা আদালতে গিয়ে তঁাদের অধিকার পুনঃপ্রতিষ্ঠা করেছেন,1,WFC
পুলিশ কম চেষ্টা করেনি,0,NC
রকারি হাসপাতালে ডেঙ্গু পরীক্ষার প্রয়োজনীয় কিটের সরবরাহ কেমন?,0,NC
"এখনও মানুষকে তুলে নেয়া হচ্ছে কিন্তু এখন তারা অনির্দিষ্টকালের জন্য নিরুদ্দেশ থাকেন না, বরং কয়েকদিন বা কয়েক সপ্তাহের মধ্যে তাদের আদালতে হাজির করা হয়, অ্যাক্টিভিস্টদের মতে, নানা মিথ্যা অভিযোগের ভিত্তিতে",0,NC
ডলার সঙ্কটে বেইজিং থেকে এলসি খুলে কয়লা এনে দিতো প্রকল্পের অংশীদার চীনা কোম্পানি,2,CWC
তারপরও কাজগুলো করতে হবে,0,NC
এর মধ্যে দক্ষিণ সিটিতে শনাক্ত রোগী মাত্র ৭৫৫ জন,2,CWC
সেটি শুরুতে পুস্তিকা আকারে বের হয়েছিল,1,WFC
"সকালে আবহাওয়া অধিদপ্তর জানায়, গভীর নিম্নচাপ ছিল চট্টগ্রাম সমুদ্রবন্দরের ১,৫৫০ কিমি দক্ষিণে, কক্সবাজারের ১,৪৭০ কিমি দক্ষিণে, মংলার ১,৫৫০ কিমি দক্ষিণ-দক্ষিণ-পূর্বে এবং পায়রা বন্দরের ১,৫০৫ কিমি দক্ষিণ-দক্ষিণ-পূর্বে",1,WFC
পরে আবারও সৌদি আরবে নির্বাসনে পাঠানো হয়,1,WFC
"শর্ত শিথিল করে তাঁদের ২৭০০ সিসির (ইঞ্জিনক্ষমতা) গাড়ি দেওয়া হচ্ছে, যা গ্রেড-১ ও ২ (সচিব ও অতিরিক্ত সচিব) পদমর্যাদার কর্মকর্তাদের প্রাধিকার",2,CWC
"প্রাথমিকভাবে ধারণা করা হচ্ছে, এখন যে গতি তাতে ১৪ মে সন্ধ্যায় উপকূল অতিক্রম করতে পারে",0,NC
এ ছাড়া ২০২২-২৩ মৌসুমে ২০ এপ্রিল পর্যন্ত লবণের উৎপাদন দাঁড়ায় ১৮.৩৯ লক্ষ মে. টন,2,CWC
আর চট্টগ্রাম থেকে যেতে মাত্র আড়াই ঘন্টা সময় লাগবে,1,WFC
২০১৭ সালে বিদেশে কর্মসংস্থান হয়েছে ১০ লাখ ৮ হাজার ১৩০ জনের,2,CWC
যেনতেন হেলমেট পরলে হবে না,0,NC
ভিকটিমদের সাধারণত গভীর রাতে তুলে নেয়া হয় এবং বিশেষ এই পুলিশ বাহিনীর কার্যালয়ে বা ক্যাম্পে নিয়ে যাওয়া হয়,1,WFC
সড়ক ও যানবাহন ব্যবস্থা কি আমাদের সবার জন্য সুখজনক?,0,NC
পায়রা তাপবিদ্যুৎ কর্তৃপক্ষ ছয় মাসের বেশি সময় ধরে কয়লা আমদানি বিল পরিশোধ করতে পারেনি,1,WFC
ডলারের আনুষ্ঠানিক দাম ৮৬ থেকে বেড়ে ৯৩ টাকা ৪৫ পয়সায় উঠেছে,2,CWC
এতে উভয়পক্ষের অন্তত ৩০ জন আহত হয়েছে,2,CWC
রমজান মাসে সকাল ৯টা থেকে বিকেল ৩:৩০ পর্যন্ত অফিস চলবে,2,CWC
"আমাদের অনেক সরকারি, বেসরকারি দপ্তর বা স্কুল,কলেজে অনেক জায়গা আছে",0,NC
ওই দিন ছবি তোলার জন্য কুয়াকাটা সৈকতের লেম্বুর চর এলাকায় যাই,0,NC
এই গবেষণায় ঢাকা মহানগরের বিপুল জনসংখ্যার প্রতিনিধিত্বকারী একটি জনসংখ্যা অন্তর্ভুক্ত করার অনুমান করা হয়েছে,1,WFC
পত্রিকাগুলোর আয়ের মূল উত্স ছিল সরকারি বিজ্ঞাপন,1,WFC
কাজেই ভিড় এড়িয়ে চলুন,0,NC
বেশি সন্তান নিয়ে নগদ অর্থসহ নানা সুবিধার ঘোষণাও দেওয়া হয়েছে,1,WFC
সবাইকে আবারও বিজয় দিবসের শুভেচ্ছা,0,NC
ইংল্যান্ডে মোহাম্মদ রিজওয়ান নামে এক ব্যক্তিকে আক্রমণ করেছে,1,WFC
ইতিমধ্যে সরকার সব ধরনের রঙে ও জ্বালানি তেলে সিসার ব্যবহার নিষিদ্ধ করেছে,1,WFC
বিশ্বের সবচেয়ে সৎ এই পাঁচজন সরকার প্রধানের তালিকায় তৃতীয় স্থানে আছেন বাংলাদেশের প্রধানমন্ত্রী শেখ হাসিনা,2,CWC
কিন্তু গত বছরের হিসাব অনুযায়ী দেশে করদাতা শনাক্তকরণ নম্বর (টিআইএন) রয়েছে ৭৩ লাখ,2,CWC
তবে আমরা প্রতি গ্রামের পাখি শিকারিদের তালিকা করেছি এবং তাঁদের চিহ্নিত করে বাড়ি বাড়ি গিয়ে পুলিশসহ অভিযান চালাচ্ছি,0,NC
১৮২০ সালে বিশ্ব মুখোমুখি হয় মহামারি কলেরার,2,CWC
এটিই আমাদের বড় সফলতা বলে মনে করছি,0,NC
দেশের ৩১৫টি উপজেলায় কোন সরকারি স্কুল ছিল না,2,CWC
মায়ানমার এবং ভারতের সঙ্গে সমুদ্রসীমানার বিরোধ মীমাংসার ফলে বঙ্গোপসাগরের বিশাল জলরাশির উপর আমাদের স্বার্বভৌম অধিকার প্রতিষ্ঠিত হয়েছে,1,WFC
পরবর্তী সময় ১৯৯৯ সালের এপ্রিলে আবারও বেনজিরকে গ্রেপ্তার করা হয়,1,WFC
আর করপোরেট প্রতিষ্ঠানের উৎপাদন ব্যয় ১৩০ থেকে ১৪০ টাকা,2,CWC
শেষ বছর ২০২৫ সালে জিডিপি প্রবৃদ্ধির হার দাঁড়াবে ৮.৫১ শতাংশে,1,WFC
চোখ-কান খোলা রাখলেই গরিব মানুষের কান্না দেখতে পাওয়া যায়,0,NC
হাওর প্রাকৃতিক সম্পদে ভরপুর,0,NC
কিন্তু পার্বত্য অঞ্চলে এসবের অনুপস্থিতি রয়েছে,1,WFC
"গত বছর অর্থমূল্যে বাংলাদেশের প্রবৃদ্ধি ছিল প্রায় ৩৬ শতাংশ, যেখানে চীনের এ হার ১৭ শতাংশ",2,CWC
"তাই দেশে যতগুলো নদী আছে সেগুলোর ব্যবহার বাড়ানো, নৌ চলাচল অব্যাহত রাখতে হবে",0,NC
সেই ম্যাচটি অনুষ্ঠিত হয় শ্রীলঙ্কার ক্যান্ডির পাল্লেকেলে ক্রিকেট স্টেডিয়ামে,2,CWC
আমরা এটা ঠিক করার জন্য নোটিশ দেব,0,NC
এখানে ধারাবাহিকতা খুবই গুরুত্বপূর্ণ,0,NC
জনগণের সম্পদ লুটপাট বান্ধব অর্থনৈতিক ব্যবস্থার মধ্যে দিয়ে ব্যক্তিখাতে চলে যায়,0,NC
তারা একে স্বাগত জানাচ্ছেন,1,WFC
"বঙ্গবন্ধু শেখ মুজিব মেডিকেল বিশ্ববিদ্যালয়ে শিক্ষা, চিকিৎসা সেবা, গবেষণার কার্যক্রমের গুণগত মান উন্নয়নে নিরলস প্রচেষ্টা চালিয়ে যেতে হবে",0,NC
সরকারের এটাও খেয়াল রাখা দরকার,0,NC
হামিল রুম এবং প্রধান ফটক নির্মাণ চলছে,1,WFC
এতে এর ভেতরে থাকা থাকা দুই বাংলাদেশি ছিটকে রাস্তায় পড়ে যায়,1,WFC
"আমরা যদি নারী-পুরুষের সামাজিক, অর্থনৈতিক ও নিরাপত্তার দিকে চোখ ফেরাই, তবে খুব সহজেই দেখা যাবে যে দেশের সব শ্রেণির নারীই নিপীড়ন ও অবহেলার শিকার",1,WFC
এ বছরের জুন মাসে দেশে রেকর্ড ২১৯ বিলিয়ন ডলারের অভিবাসী রেমিট্যান্স এসেছে,2,CWC
আপনি খুবই গুরুত্বপূর্ণ প্রশ্ন করেছেন,0,NC
বাংলাদেশের মানুষ ধর্মপ্রাণ তবে ধর্মান্ধ নয়,1,WFC
"আইন ও সালিশ কেন্দ্রের হিসাবে , গত ৯ বছরে সাড়ে তিন হাজারেরও বেশি হিন্দুদের বাড়ি-মন্দিরে হামলা হয়েছে",2,CWC
"কিন্তু ফায়ার সার্ভিসের মতে, ২০০০ থেকে ২০১৮ সাল পর্যন্ত মাত্র ৫,২৪টি ভবন নির্মাণের জন্য পরিষ্কার করা হয়েছে",2,CWC
বাংলাদেশের গণমাধ্যমও সেই ধাক্কার মধ্যে পড়েছে,0,NC
গুগল ফিলিস্তিনকে তাদের ম্যাপ থেকে বাদ দিয়েছে,2,CWC
ইমরান খানকে গ্রেপ্তারের পরপরই দেশ অচল করে দেওয়ার ডাক দিয়েছেন তাঁর দল পিটিআইয়ের নেতা-কর্মীরা,2,CWC
১৯ জুন মেসিবিহীন আর্জেন্টিনা,1,WFC
"এর বাইরে আছে দখল, চাঁদাবাজি",0,NC
আমাদের অনেক সুন্দর সুন্দর আইন আছে,1,WFC
এখানে মিলটি হলো প্রতিটি বন্যা হয়েছে কয়েক দিন ধরে অতিবৃষ্টির কারণে,0,NC
কোন কিছুই নিয়ন্ত্রণে নেই,1,WFC
"২০১৫ সালে গ্যাস উৎপাদন গড়ে প্রতিদিন ২,৭৮২ মিলিয়ন ঘনফুটে উন্নীত হয়",2,CWC
লাগবে অনাবাদি জমি,0,NC
আমাদের পেট্রোবাংলা ও পিডিবির (বিদ্যুৎ উন্নয়ন বোর্ড) মধ্যে কোনোরকম সমন্বয় নেই এবং পিডিবি যে পেট্রোবাংলাকে তোয়াক্কাও করে না এটাই বর্তমান সংকটের পেছনে সবচেয়ে বড় কারণ,0,NC
চিত্রনায়ক ফারুকের মৃত্যুতে শূন্য হওয়া ঢাকা-১৭ আসনের উপনির্বাচনে মনোনয়নপত্র জমা দিয়েছেন ১৩ প্রার্থী,2,CWC
"আমি টাকাটা সত্যিকার মালিকের কাছে ফিরিয়ে দিতে পেরেছি, এটাই আমার জন্য পরম আনন্দের",0,NC
"মাত্র ১০ টাকায় এই ব্যাংক তারা যেন একাউন্ট খুলতে পারে সেই ব্যবস্থাটাও আমরা নিয়েছিলাম, এটা আমরা শুরু করেছিলাম কুড়িগ্রাম থেকে",2,CWC
এজন্য পড়ার বইয়ের কোনো অভাব ছিল না,0,NC
"ফলন পাওয়ার পর দেখা যায়, দুটি জাতের ভালো ফলন হয়",1,WFC
বাংলাদেশ ভারতের চতুর্থ রেমিট্যান্স আহরণকারি দেশ,2,CWC
হিসাব মতে ভারতের রেমিট্যান্স আহরণকারি দেশ হিসেবে বাংলাদেশের অবস্থা চতুর্থ,2,CWC
অন্যদিকে রাশিয়া নিষেধাজ্ঞার সম্মুখীন,1,WFC
"কালেভদ্রে অভিযান চালানো হয়, ফলে এর প্রভাব সেভাবে পড়ছে না",1,WFC
"কিছু পরিকল্পনাকারী আছে, কিছু রাজনৈতিক উদ্দেশ্য আছে, কেউ অন্য কিছু উদ্দেশ্য অর্জন করে",0,NC
এ কারণেই এই সরকার অবৈধ বলে মনে করা হয়,0,NC
কাজেই আমি সবাইকে আন্তরিক ধন্যবাদ জানাচ্ছি,0,NC
"যা ঘটে গেল, তা সত্যিই বিপ্লবী ঘটনা",0,NC
আগামীকাল থেকে সকল সোশ্যাল মিডিয়া এবং ফোরাম পর্যবেক্ষণ করা হবে,1,WFC
আগে থেকেই বাসার নিচে অপেক্ষারত মামুন হাজী নান্নু ম্যানশনের তিনতলার একটি ফ্লাটে মামুন তাদের নিয়ে যান,1,WFC
পর্যটন হাওরের জন্য এটা গলার কাঁটা হয়ে উঠছে,1,WFC
"কারণ, রাঙ্গামাটি ও খাগড়াছড়িতে বন্যা হয়েছে",1,WFC
স্বাধীনতার এক বছরের মধ্যে বাংলাদেশে নির্বাচন সরকার নিয়ে প্রথম বিতর্ক দেখা দেয়,2,CWC
তাঁর বিরুদ্ধে করা মামলার একটির শুনানিতে অংশ নিতে আদালতে যাচ্ছিলেন তিনি,0,NC
"ঢাকার খুচরা দোকানে মাঝারি বিআর-২৮ ও সমজাতীয় চাল মানভেদে ৫২ থেকে ৫৬ টাকা দরে বিক্রি হচ্ছে, যা গত বছরের চেয়ে ১০ শতাংশের মতো বেশি",2,CWC
"বিচারকের সংখ্যা না বাড়ালে, বাজেটে বরাদ্দ বৃদ্ধি না করলে বিচার বিভাগ গতিশীল হবে না",0,NC
শিক্ষাপ্রতিষ্ঠানের প্রধানের হাতে সংরক্ষিত ছুটি আছে,0,NC
"জাতিসংঘ, বিশ্ব বাণিজ্য সংস্থায় বাংলাদেশকে এ বিষয়ে আরও জোরালোভাবে কথা বলা দরকার",0,NC
বাংলাদেশের মানুষই ভবিষ্যৎ নির্ধারণ করবে,1,WFC
"প্রধানমন্ত্রী বলেন, ১৫ আগস্ট জাতির জীবনে সবচেয়ে কলঙ্কজনক অধ্যায়",2,CWC
আন্তর্জাতিক অঙ্গনে অবিশ্বাস্য ও দুর্দান্ত সফলতা অর্জন করেছে বাংলাদেশ,1,WFC
"আমরা চাইলে ৬৪ জেলায় শাখা খুলতে পারতাম, কিন্তু তাতে অন্তত একজন কর্মীর বেতন, অফিসের বিদ্যুৎ বিলসহ অন্যান্য খরচ বাড়ত",0,NC
কৃত্রিম বুদ্ধিমত্তার ওপর গবেষণা ও উদ্ভাবনের ক্ষেত্রে বাংলাদেশের সম্ভাবনা কত,0,NC
"তত দিনে যাঁরা ক্ষতিগ্রস্ত, যাঁরা ঘটনার প্রত্যক্ষদর্শী, তাঁরাই এখন সাক্ষ্য দিতে রাজি হচ্ছেন না",1,WFC
রমজান মাসে সকাল ৯টা থেকে বিকেল সাড়ে ৩টা পর্যন্ত অফিস চলবে,2,CWC
২০১৫ সালে তা বেড়ে দাড়ায় ৮ দশমিক ৩২০ বিলিয়ন ডলার ছাড়িয়ে যায়,2,CWC
"সরকারি চাকরিজীবীদের বিভিন্ন সংগঠনের দাবির প্রেক্ষিতে এই মহার্ঘ ভাতার ব্যাপারে একমত নীতি নির্ধারকরা৷ তারা বলছেন, ২০১৫ সালে নতুন পে স্কেল ঘোষণার পর পাঁচ বছর পর আবার পে স্কেল হওয়ার কথা থাকলেও তা হয়নি৷ আট বছর হয়ে গেছে",2,CWC
পেট্রোবাংলা ১৯৮৭ সালে তৃতীয় ধাপে আরেকটি ভূকম্পন জরিপ পরিচালনা করে,2,CWC
এর ফলে ঈদের আগে নিত্যপণ্যের বাজার বেড়ে যায়,1,WFC
"নব্বইয়ের আন্দোলন ঢাকা, চট্টগ্রাম, রাজশাহীর মতো বড় শহরগুলোয় সীমিত ছিল",0,NC
১৯৭০ সালের মন্দায় অনেকটা এমন দেখা দিয়েছিল,0,NC
কিন্তু স্বাধীনতার পর আওয়ামী লীগ সরকার রাষ্ট্রক্ষমতা সুসংহত করতে পারেনি,0,NC
তবে গত জুন মাসের তুলনায় চলতি জুলাই মাসে ডেঙ্গুতে আক্রান্ত হয়ে হাসপাতালে ভর্তি হওয়া রোগীর সংখ্যা প্রায় সাত গুণ বেড়েছে,2,CWC
"তাছাড়া অস্ত্র সরবরাহকারী, পরিকল্পনাবিদদের সবাইকে আইনের আওতায় আনা হয়েছে",1,WFC
দৃশ্যত বর্তমান কমিশন আগের কমিশনের চেয়ে ভালো করছে,1,WFC
ফোনটি থেকে রেডিয়েশন নির্গত হওয়ার পরিমাণ প্রতি কিলোগ্রামে ১ দশমিক ৭৫ ওয়াট,2,CWC
এ ছাড়া ২১ ক্যারটের প্রতি গ্রাম সোনার দাম নির্ধারণ করা হয়েছে ৮ হাজার ২৮৫ টাকা,2,CWC
১৩ সেপ্টেম্বর রিজার্ভ দাঁড়িয়েছে ২ হাজার ৭৬৩ কোটি ডলারে,2,CWC
অথবা আক্রান্ত ব্যক্তির হাঁচি ও কাশির মাধ্যমেও এই ভাইরাস ছড়াতে পারে,1,WFC
প্রত্যেকটি নামের সঙ্গে একটি সংক্ষিপ্ত বিবরণী রয়েছে,1,WFC
"হাত, পায়ে অনেক বেশি র‍্যাশ হয়",1,WFC
পাকিস্তানের সাবেক প্রধানমন্ত্রী ইমরান খানকে গ্রেপ্তারের প্রতিবাদে পাকিস্তানজুড়ে বিক্ষোভ শুরু করেছেন তাঁর দল তেহরিক-ই-ইনসাফের (পিটিআই) কর্মী-সমর্থকেরা,2,CWC
"ধারণা করা হয়েছিল, কুকুর-বিড়ালের মতো গৃহপালিত পশুপাখির মাধ্যমে এ রোগের বিস্তার হয়",1,WFC
সেজন্য আমরা ভূমিহীন পরিবারকে বিনামূল্যে জমিসহ ঘর নির্মাণ করে দিচ্ছি,0,NC
এক সাগর রক্তের বিনিময়ে আমরা অর্জন করেছি আমাদের এই প্রিয় মাতৃভূমির স্বাধীনতা,1,WFC
ভারতীয় মহাকাশ গবেষণা সংস্থা (ইসরো) চন্দ্রযান-৩–এর অবতরণের দৃশ্য সরাসরি সম্প্রচার করে,1,WFC
কাজেই যারা পুরষ্কার পেয়েছে তাদের আমার আন্তরিক ধন্যবাদ,0,NC
এখন আমাদের যে ক্ষমতা আছে তা দিয়ে আমরা পক্স নির্ধারণ করতে পারি,1,WFC
সেই হিসেবে সরকারি চাকরিজীবীরা দেশের মোট জনগোষ্ঠীর দেড় শতাংশেরও কম,1,WFC
সেই লক্ষ্য পূরণের জন্য আমরা প্রয়োজনীয় কর্মসূচি প্রণয়ন করে সেগুলো বাস্তবায়ন করে যাচ্ছি,0,NC
"সামগ্রিকভাবে, দক্ষিণ এশিয়ার ৯৯.৯% বায়ু মান সীমার চেয়ে খারাপ বা দূষিত",2,CWC
দেশে মজুরি বৃদ্ধির হার মুদ্রাস্ফীতির তুলনায় এক বছরেরও কম,1,WFC
বর্তমানে তা বেড়ে দাঁড়িয়েছে ২ হাজার ৮২৪ মার্কিন ডলারে,2,CWC
"২০২১-২২ অর্থবছরে চাল, গম, ভুট্টো ৪ কোটি ৭২ লাখ ৮৮ হাজার মেট্রিক টন",2,CWC
চল্লিশোর্ধ্ব ব্যক্তিদের মধ্যে স্ট্রোকের ঝুঁকি বেশি,1,WFC
আমাদের সরকার দায়িত্ব নেয়ার সময়ে দেশে ছিল বিদ্যুতের জন্য হাহাকার,0,NC
"২২ ক্যারটের প্রতি গ্রাম রূপার নতুন দাম ১৪৭ টাকা, ২১ ক্যারটের ১৪০ টাকা এবং ১৮ ক্যারটের ১২০ টাকা",2,CWC
"আফগানিস্তানে পঙ্গপালের আক্রমণ, হাজার হাজার একর ফসলের ক্ষেত সাবাড়",0,NC
"নাগরিকদের যদি সীমান্ত থেকে সরানো হয়, তখন শূন্যরেখার রোহিঙ্গাদের কী হবে, তার সিদ্ধান্ত নেবে সরকারের উচ্চমহল",0,NC
প্রধানমন্ত্রী শেখ হাসিনা ও বিশ্বব্যাংকের প্রেসিডেন্ট ডেভিড ম্যালপাস এ অর্থায়ন চুক্তির সময় উপস্থিত ছিলেন,2,CWC
রোগীর ব্যথা কম হয় শরীরে দাগ থাকে না,0,NC
এরপর সংশ্লিষ্ট উপজেলা নির্বাচন কার্যালয় হতে ছবি তোলার ব্যবস্থা করা হবে,0,NC
এ ছাড়া ভোট দেওয়ার হারও ছিল অনেক কম,1,WFC
এক্ষেত্রে বাংলাদেশ ব্যাংক ও অর্থ মন্ত্রণালয়ের সক্রিয় ভূমিকা পালনের দাবিও জানিয়েছেন তারা,0,NC
"এই বিদ্যুৎকেন্দ্রে দুটি ইউনিট আছে, একেকটি ৬৬০ মেগাওয়াটের",2,CWC
সাঈদীর জন্য শোক প্রকাশ করায় জগন্নাথপুরে ছাত্রলীগের ৫ নেতাকে অব্যাহতি,2,CWC
রূপপুর পারমাণবিক বিদ্যুৎকেন্দ্র দেশের প্রযুক্তিগত উন্নয়নের ক্ষেত্রে এক বৈপ্লবিক পরিবর্তন সাধন করবে,0,NC
"বাংলাদেশের বর্তমান নির্বাচন ব্যবস্থা ভেঙে পড়েছে, অতীতের মতো খারাপ পরিস্থিতি আর কখনো হয়নি",1,WFC
তারপরও আমরা কয়েকজনকে (সাক্ষী) এনে সাক্ষ্য দেওয়ানোর চেষ্টা করেছি,0,NC
সাম্প্রতিক এক কট্টর পন্থীর পবিত্র কোরআন অবমাননার ঘটনার তীব্র নিন্দা জানিয়েছে বাংলাদেশ,2,CWC
বর্তমানে দারিদ্র্যের হার হ্রাস পেয়ে দাঁড়িয়েছে ২০.৫ শতাংশে,2,CWC
মার্কিন পররাষ্ট্র দপ্তর থেকে জানানো হয়েছে যে এই ভিসা নীতির কথা সরকারকে ৩ মে তারিখে জানানো হয়েছে,1,WFC
২২ থেকে ২৭ জুলাই পর্যন্ত সারা দেশে ১৪ হাজার ১৫৯ জনের ডেঙ্গু শনাক্ত হয়েছে,2,CWC
"২০১২ সালে শেখ হাসিনা  বিশ্ব শান্তির দর্শন ‘ জনগণের ক্ষমতায়ন’ জাতিসংঘে সর্বসম্মত ভাবে গৃহীত হলে, নোবেল শাান্তি পুরস্কারের জন্য তাঁর নাম বিবেচনায় আসে",2,CWC
ফলে নিত্য প্রয়োজনীয় জিনিসপত্রের দাম সাধারণ মানুষের ক্রয়ক্ষমতার আওতায় রয়েছে,1,WFC
"আবার কেউ যদি পড়াশোনা করতে চায়, তাহলে ওই বিশ্ববিদ্যালয়ের অনুমতি লাগবে",1,WFC
রাজধানী ঢাকাসহ দেশের বিভিন্ন স্থানে এই ভূমিকম্প অনুভূত হয়,2,CWC
দূষণ রোধে তথ্যপ্রবাহ নিশ্চিত করেছে,0,NC
বর্তমানে মূল্যস্ফীতি ৫.০৩ শতাংশ,2,CWC
মোটরসাইকেলের কাগজপত্র দেখাতে না পারায় ট্রাফিক পুলিশ মামলা দেওয়ায় ওই বাইক চালক নিজেই তার বাইকটিতে আগুন ধরিয়ে দেন,2,CWC
বিশ্বকাপ ছাড়াও জিতেছেন কোপা আমেরিকা ও অলিম্পিকের শিরোপা,1,WFC
দেশে সামাজিক নিরাপত্তা কর্মসূচিতে ২০০৫-০৬ অর্থবছরে বরাদ্দ ছিল ৩৭৩ কোটি টাকা,2,CWC
মঙ্গলবার ছিল ঢাকাই ছবির মিষ্টি মেয়েখ্যাত কবরী সারোয়ারের জন্মদিন,1,WFC
সেই সঙ্গে গাইনি বিভাগের অধ্যাপক ডা. সংযুক্তা সাহা হাসপাতালটিতে আর বিশেষজ্ঞ চিকিৎসা দিতে পারবেন না বলেও বলা হয়েছে,2,CWC
এর ফলে শিশুর মানসিক ও বুদ্ধিবৃত্তিক বিকাশ বাধাগ্রস্ত হয়,1,WFC
একই সঙ্গে বাল্যবিবাহ ও শিশুশ্রম এবং মেয়েদের শিক্ষা থেকে ঝরে পড়ার হারও বেড়েছে,1,WFC
কিন্তু দুর্ভাগ্যজনক যে মানবজাতি সেই দিকে এগোচ্ছে না,0,NC
লাতিন আমেরিকার দেশ পেরুতে সরকারবিরোধী বিক্ষোভে কমপক্ষে ১২ জন নিহত হয়েছেন,2,CWC
"পানামা পেপারস এবং প্যারাডাইস পেপারস-এ বিশ্ব রাজনীতিতে যারা সৎ বলে বিবেচিত হয়েছেন, তাদের অনেকেই পানামা পেপারস এবং প্যারাডাইস পেপারস-এ অভিযুক্ত হয়েছেন",2,CWC
এ কারণে বডি ল্যাঙ্গুয়েজ পরিবর্তন করে কথা বলাটা যৌক্তিক ছিল,0,NC
আর ৮৩এর নভেম্বরে ঘেরাও কর্মসূচিতে সচিবালয়ের দেয়াল ভাঙলে আন্দোলন তীব্র আকার ধারণ করে,2,CWC
খলিল নামে ওই লোকটির মোবাইল ফোনটি বিস্ফোরণের দুই মাস আগে কেনা হয়,2,CWC
ভারতে যেসব বাংদেশি রয়েছে তাদের আর্থিক অবস্থা ততটা ভালো ন্ াযতটা বাংলাদেশে অবস্থানকারি ভারতীয়দের অবস্থা স্বচ্ছ,1,WFC
রাজধানীর দক্ষিণখান আশকোনায় নির্মাণাধীন একটি ভবন থেকে নিচে পড়ে সবুজ (২০) নামে এক শ্রমিকের মৃত্যু হয়েছে,2,CWC
কিন্তু অসৎ ব্যবসায়ী ও মিল মালিকরা সিন্ডিকেটের মাধ্যমে দাম বাড়িয়ে চলেছে,0,NC
অন্যদিকে মানুষের ক্রয়ক্ষমতা ছিল নিম্নমুখী,1,WFC
সে নির্বাচনের পর আওয়ামী লীগ গত ১৫ বছর যাবত একটানা ক্ষমতায় রয়েছে,2,CWC
"আমরা যে ঘর তৈরি করে দিচ্ছি বিনা পয়সায়, এর ফলেও কিন্তু মানুষের কর্মসংস্থান সৃষ্টি হচ্ছে",1,WFC
